episode_id,term,type,hh_rank,hh_count,episode_occurrences,line_numbers
eb06,that would,bigram,346,4926,1,62
eb06,to you,bigram,351,4860,2,"413,414"
eb06,talking,unigram,352,4845,1,131
eb06,always,unigram,358,4816,1,274
eb06,still,unigram,362,4787,3,"77,311,344"
eb06,happy,unigram,366,4725,1,99
eb06,at the,bigram,370,4704,1,171
eb06,down,unigram,371,4654,2,308
eb06,before,unigram,380,4558,2,"46,213"
eb06,it to,bigram,389,4409,1,77
eb06,new,unigram,394,4351,1,110
eb06,out of,bigram,409,4272,1,90
eb06,do not,bigram,411,4231,3,"86,102,103"
eb06,learn,unigram,415,4175,1,103
eb06,them to,bigram,421,4108,1,51
eb06,said,unigram,434,4056,6,"46,66,135,159,230,336"
eb06,man,unigram,437,4039,1,66
eb06,family,unigram,441,4024,1,21
eb06,are not,bigram,455,3934,2,135
eb06,caught,unigram,462,3902,1,32
eb06,care,unigram,465,3853,1,141
eb06,made,unigram,470,3806,2,"34,341"
eb06,general,unigram,471,3800,1,10
eb06,part,unigram,473,3778,2,"2,7"
eb06,come,unigram,476,3749,1,117
eb06,after,unigram,481,3705,2,"21,301"
eb06,isn,unigram,485,3679,1,81
eb06,case,unigram,492,3608,1,51
eb06,found,unigram,493,3608,1,323
eb06,enough,unigram,501,3531,1,28
eb06,makes,unigram,505,3511,1,99
eb06,true,unigram,507,3491,1,411
eb06,water,unigram,520,3438,1,28
eb06,and they,bigram,526,3395,1,135
eb06,its,unigram,542,3304,1,66
eb06,stop,unigram,544,3301,2,"46,131"
eb06,real,unigram,548,3280,1,274
eb06,reason,unigram,550,3260,1,99
eb06,job,unigram,559,3229,1,157
eb06,system,unigram,571,3166,10,"12,17,19,125,164,339,340,341,342,416"
eb06,available,unigram,581,3072,1,21
eb06,public,unigram,585,3061,2,"384,396"
eb06,access,unigram,587,3054,2,"64,66"
eb06,you were,bigram,601,3012,2,"66,127"
eb06,state,unigram,605,3005,2,"40,228"
eb06,it was,bigram,622,2952,5,"32,80,129,141,188"
eb06,didn,unigram,624,2949,7,"62,66,117,141,157,171"
eb06,set,unigram,625,2948,2,"135,268"
eb06,love,unigram,626,2941,2,"66,81"
eb06,to see,bigram,628,2938,2,"157,336"
eb06,https,unigram,653,2852,2,"318,390"
eb06,safety,unigram,663,2809,2,"135,220"
eb06,open,unigram,679,2762,2,"12,30"
eb06,who is,bigram,707,2662,1,115
eb06,heard,unigram,708,2661,1,79
eb06,company,unigram,718,2611,1,46
eb06,instead,unigram,724,2587,1,207
eb06,evidence,unigram,732,2557,1,62
eb06,already,unigram,736,2540,1,105
eb06,to keep,bigram,739,2531,1,82
eb06,again,unigram,741,2525,2,"287,395"
eb06,email,unigram,747,2506,3,"218,220,320"
eb06,but the,bigram,757,2488,1,207
eb06,com,unigram,762,2476,1,390
eb06,death,unigram,772,2442,2,"21,396"
eb06,org,unigram,784,2424,1,318
eb06,internet,unigram,793,2403,1,393
eb06,wanted,unigram,813,2349,1,76
eb06,control,unigram,823,2315,1,30
eb06,someone else,bigram,826,2305,1,21
eb06,read,unigram,832,2289,2,"117,123"
eb06,thought,unigram,834,2285,2,"141,274"
eb06,drive,unigram,855,2218,1,51
eb06,is this,bigram,864,2204,1,115
eb06,head,unigram,878,2167,1,372
eb06,says,unigram,879,2166,1,270
eb06,door,unigram,888,2132,2,"28,30"
eb06,end,unigram,899,2112,1,289
eb06,to understand,bigram,915,2072,1,77
eb06,process,unigram,918,2065,2,"117,311"
eb06,every,unigram,925,2040,4,"28,394"
eb06,cannot,unigram,927,2037,1,105
eb06,next,unigram,944,2003,1,308
eb06,the body,bigram,951,1989,3,"21,34"
eb06,choose,unigram,953,1980,1,82
eb06,immediately,unigram,956,1976,1,270
eb06,inside,unigram,970,1953,1,28
eb06,skin,unigram,1000,1905,2,"32,133"
eb06,we re,bigram,1003,1897,1,336
eb06,asked,unigram,1014,1870,1,115
eb06,hit,unigram,1029,1842,2,"62,64"
eb06,history,unigram,1030,1840,2,"314,316"
eb06,last,unigram,1039,1815,1,344
eb06,the internet,bigram,1040,1813,1,393
eb06,wanted to,bigram,1047,1802,1,76
eb06,seen,unigram,1050,1794,1,164
eb06,and have,bigram,1055,1785,1,68
eb06,re going,bigram,1056,1784,1,336
eb06,building,unigram,1062,1776,2,"171,246"
eb06,cut,unigram,1067,1770,2,"133,157"
eb06,baby,unigram,1074,1764,7,"99,238,274,287,325,330,405"
eb06,die,unigram,1100,1720,2,"139,150"
eb06,action,unigram,1132,1673,1,173
eb06,fuck,unigram,1143,1659,1,30
eb06,negative,unigram,1150,1652,1,236
eb06,write,unigram,1151,1650,1,362
eb06,data,unigram,1159,1640,3,"66,133,171"
eb06,fine,unigram,1161,1635,1,30
eb06,room,unigram,1174,1615,1,36
eb06,whole,unigram,1179,1609,1,297
eb06,eating,unigram,1193,1592,3,"225,230,273"
eb06,because you,bigram,1198,1584,2,139
eb06,told,unigram,1212,1566,1,94
eb06,cat,unigram,1223,1554,4,"167,205,210,372"
eb06,breaking,unigram,1249,1512,1,171
eb06,during,unigram,1252,1507,1,133
eb06,outside,unigram,1262,1488,2,"28,301"
eb06,dead,unigram,1266,1481,1,66
eb06,target,unigram,1267,1481,9,"38,42,185,187,349,350,351,353"
eb06,web,unigram,1272,1473,1,19
eb06,lock,unigram,1284,1454,1,30
eb06,watch,unigram,1286,1453,1,78
eb06,tried,unigram,1288,1452,2,"137,394"
eb06,angry,unigram,1300,1442,1,301
eb06,vehicle,unigram,1308,1435,3,"15,34"
eb06,key,unigram,1318,1432,1,64
eb06,it the,bigram,1326,1418,1,82
eb06,location,unigram,1334,1407,1,26
eb06,killed,unigram,1337,1405,1,242
eb06,choice,unigram,1346,1398,1,34
eb06,certainly,unigram,1349,1395,1,135
eb06,not the,bigram,1353,1388,1,75
eb06,rape,unigram,1355,1387,1,80
eb06,the only,bigram,1367,1379,1,164
eb06,over the,bigram,1368,1378,3,"51,66,365"
eb06,feel like,bigram,1391,1355,1,28
eb06,story,unigram,1396,1343,1,94
eb06,wait,unigram,1406,1334,2,"286,287"
eb06,night,unigram,1418,1320,4,"295,297,299,301"
eb06,build,unigram,1425,1315,1,51
eb06,shouldn,unigram,1441,1299,1,164
eb06,close,unigram,1444,1295,2,"152,272"
eb06,hands,unigram,1460,1281,3,"28,66,365"
eb06,lie,unigram,1473,1269,1,74
eb06,he was,bigram,1509,1237,5,"40,44,51,157"
eb06,up the,bigram,1510,1237,1,308
eb06,owner,unigram,1537,1222,2,"21,34"
eb06,enough to,bigram,1548,1218,1,28
eb06,time to,bigram,1581,1198,1,92
eb06,dark,unigram,1591,1190,2,"19,32"
eb06,started,unigram,1613,1174,2,"348,412"
eb06,weight,unigram,1624,1167,2,"21,79"
eb06,it you,bigram,1659,1143,1,74
eb06,left,unigram,1669,1136,3,"19,46,202"
eb06,request,unigram,1673,1134,1,228
eb06,respond,unigram,1681,1129,1,270
eb06,simply,unigram,1686,1126,3,"21,157,171"
eb06,light,unigram,1688,1125,1,17
eb06,line,unigram,1715,1109,4,"2,7,17"
eb06,of an,bigram,1721,1108,1,46
eb06,code,unigram,1730,1103,4,"81,159,225,295"
eb06,clean,unigram,1773,1076,1,81
eb06,gets,unigram,1791,1066,1,272
eb06,days,unigram,1807,1058,1,213
eb06,date,unigram,1808,1057,1,183
eb06,message,unigram,1815,1050,1,280
eb06,off the,bigram,1817,1050,1,34
eb06,calling,unigram,1849,1034,1,295
eb06,running,unigram,1853,1032,1,311
eb06,eyes,unigram,1860,1028,2,"135,152"
eb06,you wanted,bigram,1871,1022,1,76
eb06,you you,bigram,1883,1014,1,66
eb06,behind,unigram,1912,998,1,274
eb06,team,unigram,1937,990,1,297
eb06,single,unigram,1942,986,1,175
eb06,everything,unigram,1948,983,1,393
eb06,if she,bigram,1956,982,1,272
eb06,across,unigram,1957,981,1,70
eb06,window,unigram,1969,977,1,32
eb06,speech,unigram,1975,975,1,171
eb06,policy,unigram,1976,975,2,"129,173"
eb06,the door,bigram,1980,974,2,"28,30"
eb06,girlfriend,unigram,2020,953,3,"38,301,412"
eb06,file,unigram,2088,927,3,"197,207,357"
eb06,note,unigram,2095,925,4,"339,340,341,342"
eb06,see the,bigram,2112,917,2,"157,336"
eb06,truth,unigram,2126,909,1,272
eb06,you had,bigram,2136,905,1,414
eb06,response,unigram,2138,904,3,"84,117,246"
eb06,robot,unigram,2164,894,1,62
eb06,wasn,unigram,2174,888,4,"51,129,207,374"
eb06,saw,unigram,2182,883,2,"74,141"
eb06,is what,bigram,2197,880,1,99
eb06,statement,unigram,2198,879,1,129
eb06,to her,bigram,2225,869,1,336
eb06,text,unigram,2244,858,2,"70,117"
eb06,get to,bigram,2268,853,1,157
eb06,coming,unigram,2306,834,1,157
eb06,or in,bigram,2313,832,1,273
eb06,record,unigram,2314,831,1,396
eb06,connect,unigram,2335,823,1,321
eb06,false,unigram,2366,811,1,100
eb06,could make,bigram,2395,803,1,286
eb06,should have,bigram,2421,793,1,84
eb06,the local,bigram,2424,792,1,46
eb06,moment,unigram,2430,790,1,394
eb06,movement,unigram,2431,790,1,28
eb06,product,unigram,2451,784,1,218
eb06,there was,bigram,2461,780,2,"141,207"
eb06,threat,unigram,2463,779,1,115
eb06,return,unigram,2468,777,1,188
eb06,came,unigram,2480,774,2,"84,117"
eb06,the company,bigram,2506,769,1,46
eb06,anyway,unigram,2515,766,1,80
eb06,required,unigram,2523,763,2,"137,139"
eb06,enter,unigram,2577,747,1,64
eb06,it should,bigram,2587,743,1,84
eb06,was the,bigram,2592,742,1,21
eb06,shot,unigram,2601,739,1,30
eb06,permission,unigram,2617,733,4,"108,117,123,362"
eb06,to build,bigram,2627,731,1,51
eb06,yes it,bigram,2655,724,1,80
eb06,seeing,unigram,2660,722,1,164
eb06,speaking,unigram,2664,721,1,44
eb06,training,unigram,2675,716,1,135
eb06,bar,unigram,2709,707,1,355
eb06,touch,unigram,2712,707,1,32
eb06,post,unigram,2740,699,1,390
eb06,reading,unigram,2766,692,2,"56,164"
eb06,violation,unigram,2779,689,1,75
eb06,the crime,bigram,2783,689,2,"129,164"
eb06,protected,unigram,2786,688,4,"53,218,220,320"
eb06,the black,bigram,2811,682,1,308
eb06,setting,unigram,2849,674,1,265
eb06,user,unigram,2950,649,11,"38,62,110,123,185,187,216,228,242,278,339"
eb06,noticed,unigram,2964,645,1,303
eb06,moving,unigram,2973,643,1,28
eb06,background,unigram,2988,639,2,"110,311"
